Complaint_ID,Complaint_Text,Category,Severity,Date,Status
CF-150299,"bill correction, near temple",Water Supply,Low,2024-10-21 04:26:14,Closed
CF-150300,"more bins, near bus stand",Waste-Water/Sewage,Low,2024-12-19 05:19:58,Resolved
CF-150301,"new connection, in commercial area",Electricity,Low,2025-03-28 23:52:59,Resolved
CF-150302,"drain cleaning, near school",Waste-Water/Sewage,Low,2025-07-05 09:52:17,Closed
CF-150303,"collection timing, in apartment complex",Waste-Water/Sewage,Low,2025-09-22 21:21:57,Pending
CF-150304,"spark explosion, near hospital, urgent attention required",Electricity,High,2025-02-27 12:01:32,Resolved
CF-150305,"flooding, in slum area, urgent attention required",Water Supply,High,2025-07-17 05:45:01,In Progress
CF-150306,"recycling bin, near school",Waste-Water/Sewage,Low,2024-10-21 11:41:36,Resolved
CF-150307,"manhole overflow, near hospital",Waste-Water/Sewage,High,2024-02-08 06:22:26,In Progress
CF-150308,"electrical danger, in colony, urgent attention required",Electricity,High,2024-10-23 01:21:50,Pending
CF-150309,"no water days, in old city",Water Supply,High,2025-10-18 19:46:51,Resolved
CF-150310,"disease causing, near park, urgent attention required",Water Supply,High,2024-04-25 12:02:23,Pending
CF-150311,"cleaning schedule, near temple",Waste-Water/Sewage,Low,2024-07-09 00:30:46,Closed
CF-150312,"name change, near school",Water Supply,Low,2024-06-28 22:14:39,Closed
CF-150313,"bill correction, near railway station",Water Supply,Low,2024-03-29 14:35:38,Closed
CF-150314,"electric shock, in colony",Electricity,High,2024-09-11 00:14:55,In Progress
CF-150315,"emergency supply, near temple",Water Supply,High,2024-11-05 21:12:24,Resolved
CF-150316,"garbage not collected, in commercial area",Waste-Water/Sewage,High,2024-03-04 04:18:15,In Progress
CF-150317,"severe shortage, in gated community",Water Supply,High,2025-12-21 11:19:20,Resolved
CF-150318,"generator needed, near hospital",Electricity,Low,2024-08-12 04:51:47,Resolved
CF-150319,"power fluctuation, in commercial area",Electricity,Low,2025-03-01 19:59:49,Resolved
CF-150320,"drainage choke, in neighborhood",Waste-Water/Sewage,High,2025-06-24 13:10:19,Pending
CF-150321,"sewage overflow, in gated community, urgent attention required",Waste-Water/Sewage,High,2025-07-03 05:27:21,Pending
CF-150322,"new connection, near school",Water Supply,Low,2025-08-20 17:47:51,Pending
CF-150323,"bin repair, in our locality",Waste-Water/Sewage,Low,2025-04-09 04:48:14,Closed
CF-150324,"name change, in our locality",Water Supply,Low,2025-07-26 16:50:04,Closed
CF-150325,"severe shortage, near temple",Water Supply,High,2024-08-11 21:03:20,Pending
CF-150326,"generator needed, in neighborhood",Electricity,Low,2025-07-08 02:11:37,Pending
CF-150327,"drinking water unsafe, in industrial zone, urgent attention required",Water Supply,High,2024-05-18 23:21:25,Resolved
CF-150328,"bin location, near bus stand",Waste-Water/Sewage,Low,2025-04-04 13:44:39,Resolved
CF-150329,"high voltage, in apartment complex, urgent attention required",Electricity,High,2025-07-04 14:18:38,Resolved
CF-150330,"power outage, in residential area",Electricity,High,2025-04-19 19:49:21,In Progress
CF-150331,"collection frequency, near hospital",Waste-Water/Sewage,Low,2024-09-10 16:46:15,Resolved
CF-150332,"flickering lights, in apartment complex",Electricity,Low,2024-02-02 15:15:50,Closed
CF-150333,"electrical fire, in neighborhood, urgent attention required",Electricity,High,2024-02-04 16:15:15,Resolved
CF-150334,"drainage choke, in our locality",Waste-Water/Sewage,High,2024-08-27 19:39:07,Pending
CF-150335,"short circuit, near hospital",Electricity,High,2025-08-12 11:36:39,Resolved
CF-150336,"drain cleaning, in old city",Waste-Water/Sewage,Low,2024-05-26 18:58:41,Pending
CF-150337,"leakage minor, in our locality",Water Supply,Low,2025-07-24 21:32:30,Closed
CF-150338,"payment not reflected, in colony",Electricity,Low,2024-02-18 12:32:23,Closed
CF-150339,"bin repair, in gated community",Waste-Water/Sewage,Low,2024-11-22 15:09:28,Resolved
CF-150340,"inverter installation, in market area",Electricity,Low,2025-07-04 17:14:25,Pending
CF-150341,"load enhancement, near park",Electricity,Low,2024-02-29 20:28:33,Resolved
CF-150342,"severe shortage, near hospital, urgent attention required",Water Supply,High,2024-12-04 23:32:45,Pending
CF-150343,"new connection, near school",Water Supply,Low,2024-02-22 09:46:27,Resolved
CF-150344,"manhole overflow, near school",Waste-Water/Sewage,High,2025-08-24 20:20:49,Pending
CF-150345,"no water days, in old city",Water Supply,High,2024-01-16 07:42:42,Pending
CF-150346,"garbage heap, near hospital",Waste-Water/Sewage,High,2025-12-21 07:26:45,In Progress
CF-150347,"connection shift, near bus stand",Electricity,Low,2025-04-22 19:25:46,Closed
CF-150348,"leakage minor, in commercial area",Water Supply,Low,2025-06-09 18:06:19,Resolved
CF-150349,"power backup, near school",Electricity,Low,2025-01-14 11:23:35,Resolved
CF-150350,"fire hazard, in residential area, urgent attention required",Electricity,High,2025-08-21 21:05:09,Resolved
CF-150351,"meter installation, near school",Water Supply,Low,2024-12-03 08:22:29,Resolved
CF-150352,"garbage heap, near railway station, urgent attention required",Waste-Water/Sewage,High,2025-05-15 23:21:48,Resolved
CF-150353,"meter installation, in commercial area",Water Supply,Low,2024-06-22 05:05:44,Closed
CF-150354,"collection timing, in our locality",Waste-Water/Sewage,Low,2025-06-20 01:13:53,Pending
CF-150355,"drainage blocked, in industrial zone, urgent attention required",Waste-Water/Sewage,High,2025-10-07 08:25:34,Pending
CF-150356,"drainage blocked, near school",Waste-Water/Sewage,High,2025-01-17 02:12:03,Resolved
CF-150357,"cleaning schedule, in colony",Waste-Water/Sewage,Low,2024-01-17 00:14:26,Closed
CF-150358,"garbage collection, in residential area",Waste-Water/Sewage,Low,2025-06-26 10:00:10,Closed
CF-150359,"disease causing, in industrial zone",Water Supply,High,2024-07-02 03:53:46,Pending
CF-150360,"drainage choke, near school",Waste-Water/Sewage,High,2024-09-15 12:54:17,In Progress
CF-150361,"tanker needed, near bus stand",Water Supply,High,2024-09-06 08:13:23,In Progress
CF-150362,"sewage overflow, in neighborhood",Waste-Water/Sewage,High,2025-01-21 20:07:23,In Progress
CF-150363,"dangerous pole, in neighborhood",Electricity,High,2025-03-20 23:28:49,In Progress
CF-150364,"waste accumulation, in our locality, urgent attention required",Waste-Water/Sewage,High,2025-12-09 20:38:09,In Progress
CF-150365,"pipeline burst, near temple",Water Supply,High,2025-07-31 23:57:39,Pending
CF-150366,"meter reading, near school",Electricity,Low,2025-08-24 05:14:59,Closed
CF-150367,"drinking water unsafe, in market area",Water Supply,High,2025-08-03 14:10:07,Resolved
CF-150368,"collection missed, in slum area",Waste-Water/Sewage,Low,2025-12-06 02:51:19,Closed
CF-150369,"garbage collection, in apartment complex",Waste-Water/Sewage,Low,2025-03-23 08:27:07,Pending
CF-150370,"meter reading, near railway station",Water Supply,Low,2024-01-31 23:05:15,Resolved
CF-150371,"pipeline repair, in commercial area",Water Supply,Low,2025-07-20 13:40:07,Resolved
CF-150372,"new connection, in old city",Electricity,Low,2024-09-09 02:40:34,Pending
CF-150373,"severe shortage, in slum area",Water Supply,High,2024-11-20 13:07:57,Pending
CF-150374,"complete failure, near park",Electricity,High,2024-10-03 03:43:19,Pending
CF-150375,"fuse blown, near park",Electricity,High,2025-06-08 14:51:23,Pending
CF-150376,"high voltage, in neighborhood",Electricity,High,2024-11-28 14:01:33,Pending
CF-150377,"supply timing, in neighborhood",Water Supply,Low,2025-07-26 08:50:16,Closed
CF-150378,"mosquito breeding, in market area, urgent attention required",Waste-Water/Sewage,High,2024-11-04 09:46:20,In Progress
CF-150379,"dangerous pole, in industrial zone, urgent attention required",Electricity,High,2024-11-02 17:37:49,Pending
CF-150380,"pipeline repair, in colony",Water Supply,Low,2025-08-31 22:27:08,Pending
CF-150381,"contaminated water, in old city, urgent attention required",Water Supply,High,2025-02-09 12:05:44,Resolved
CF-150382,"tanker request, near railway station",Water Supply,Low,2025-03-16 23:42:12,Closed
CF-150383,"power backup, near school",Electricity,Low,2025-05-05 11:26:20,Pending
CF-150384,"leakage minor, in colony",Water Supply,Low,2025-08-12 08:49:35,Resolved
CF-150385,"quality test, near bus stand",Water Supply,Low,2025-01-08 04:08:47,Closed
CF-150386,"no electricity, near park",Electricity,High,2024-08-02 15:57:49,In Progress
CF-150387,"rodent infestation, in colony, urgent attention required",Waste-Water/Sewage,High,2024-11-06 08:48:42,In Progress
CF-150388,"rodent infestation, near bus stand, urgent attention required",Waste-Water/Sewage,High,2025-09-04 17:26:54,Resolved
CF-150389,"bill correction, in our locality",Water Supply,Low,2025-01-03 19:32:53,Closed
CF-150390,"garbage piling, near hospital",Waste-Water/Sewage,High,2024-12-29 06:03:22,Resolved
CF-150391,"sewage stagnating, near bus stand",Waste-Water/Sewage,High,2024-12-05 15:40:20,Pending
CF-150392,"dangerous transformer, near hospital",Electricity,High,2025-06-15 20:18:57,Resolved
CF-150393,"disease risk, in commercial area",Waste-Water/Sewage,High,2025-11-26 21:25:47,Resolved
CF-150394,"bad smell, in residential area",Waste-Water/Sewage,High,2024-10-29 15:08:42,Pending
CF-150395,"high voltage, in old city",Electricity,High,2024-07-30 18:58:23,In Progress
CF-150396,"new connection, near park",Water Supply,Low,2025-12-14 16:28:23,Resolved
CF-150397,"bill correction, in apartment complex",Electricity,Low,2024-01-24 12:29:27,Closed
CF-150398,"meter exploded, in gated community, urgent attention required",Electricity,High,2024-06-12 12:03:03,Resolved
CF-150399,"pipeline repair, near bus stand",Water Supply,Low,2025-10-06 06:42:56,Pending
CF-150400,"collection missed, in residential area",Waste-Water/Sewage,Low,2025-09-20 07:11:03,Resolved
CF-150401,"collection missed, in residential area",Waste-Water/Sewage,Low,2025-12-22 07:49:13,Pending
CF-150402,"hospital water, in apartment complex",Water Supply,High,2025-07-03 06:48:25,In Progress
CF-150403,"emergency supply, in apartment complex, urgent attention required",Water Supply,High,2025-05-16 19:12:48,Resolved
CF-150404,"name change, near bus stand",Water Supply,Low,2025-08-24 04:09:32,Resolved
CF-150405,"name change, in market area",Water Supply,Low,2025-11-20 10:49:46,Closed
CF-150406,"health hazard, near railway station, urgent attention required",Waste-Water/Sewage,High,2024-11-08 04:15:28,Pending
CF-150407,"disease causing, near bus stand",Water Supply,High,2024-05-21 20:55:40,In Progress
CF-150408," contaminated supply, in market area",Water Supply,High,2025-05-16 10:30:58,Pending
CF-150409,"tariff inquiry, in our locality",Electricity,Low,2025-01-02 00:20:56,Resolved
CF-150410,"power line touching tree, in gated community",Electricity,High,2025-02-22 17:54:11,In Progress
CF-150411,"recycling bin, in market area",Waste-Water/Sewage,Low,2024-03-25 20:35:07,Pending
CF-150412,"bill correction, near temple",Electricity,Low,2024-08-18 19:34:25,Resolved
CF-150413,"low voltage, in colony",Electricity,Low,2025-07-16 18:35:52,Pending
CF-150414,"garbage not collected, in commercial area",Waste-Water/Sewage,High,2024-02-12 16:04:10,Resolved
CF-150415,"name transfer, near hospital",Electricity,Low,2024-10-31 01:10:24,Resolved
CF-150416,"quality test, in neighborhood",Water Supply,Low,2025-03-25 04:16:26,Pending
CF-150417,"power fluctuation, in industrial zone",Electricity,Low,2024-06-18 22:26:00,Pending
CF-150418,"complete darkness, in commercial area",Electricity,High,2025-09-03 19:36:57,Pending
CF-150419,"leakage minor, near temple",Water Supply,Low,2025-06-10 03:28:01,Pending
CF-150420,"health hazard, in slum area",Water Supply,High,2024-05-15 09:05:25,Pending
CF-150421,"collection frequency, near hospital",Waste-Water/Sewage,Low,2025-11-23 14:17:52,Resolved
CF-150422,"solar setup, near bus stand",Electricity,Low,2025-04-07 02:44:58,Closed
CF-150423,"duplicate bill, near temple",Electricity,Low,2025-12-12 13:26:14,Resolved
CF-150424,"name change, in residential area",Water Supply,Low,2024-04-05 16:41:29,Closed
CF-150425,"collection frequency, in neighborhood",Waste-Water/Sewage,Low,2025-07-01 14:28:49,Pending
CF-150426," contaminated supply, near temple",Water Supply,High,2024-10-17 12:17:50,Resolved
CF-150427,"sewage stagnating, in colony",Waste-Water/Sewage,High,2025-11-29 01:45:45,Pending
CF-150428,"meter reading, in apartment complex",Electricity,Low,2024-06-10 16:04:00,Resolved
CF-150429,"flickering lights, in slum area",Electricity,Low,2025-10-27 10:59:26,Pending
CF-150430,"tank overflow, in commercial area, urgent attention required",Water Supply,High,2025-01-15 23:37:34,Pending
CF-150431,"connection shift, near hospital",Electricity,Low,2025-03-15 23:51:55,Pending
CF-150432,"drainage blocked, near school",Waste-Water/Sewage,High,2024-05-15 21:36:54,Pending
CF-150433,"garbage collection, in residential area",Waste-Water/Sewage,Low,2025-12-13 12:30:32,Pending
CF-150434," contaminated supply, in neighborhood, urgent attention required",Water Supply,High,2024-04-01 03:43:45,Pending
CF-150435,"tariff inquiry, in old city",Water Supply,Low,2024-05-20 13:56:04,Pending
CF-150436,"manhole overflow, in gated community",Waste-Water/Sewage,High,2025-09-16 23:39:59,Pending
CF-150437,"pressure issue, near school",Water Supply,Low,2025-10-05 05:30:40,Resolved
CF-150438,"collection frequency, near school",Waste-Water/Sewage,Low,2024-03-29 03:39:28,Pending
CF-150439,"generator needed, in industrial zone",Electricity,Low,2024-11-18 05:05:27,Pending
CF-150440,"smelly water, in old city",Water Supply,High,2025-12-08 00:58:35,Resolved
CF-150441,"disease causing, in gated community, urgent attention required",Water Supply,High,2025-02-05 10:45:37,Resolved
CF-150442,"repeated power cuts, near bus stand, urgent attention required",Electricity,High,2025-05-26 23:13:54,Resolved
CF-150443,"danger to life, near railway station, urgent attention required",Electricity,High,2025-08-05 15:19:23,In Progress
CF-150444,"garbage heap, in neighborhood, urgent attention required",Waste-Water/Sewage,High,2024-03-10 00:30:07,In Progress
CF-150445,"complete darkness, near bus stand",Electricity,High,2025-10-05 18:14:33,In Progress
CF-150446,"new connection, in slum area",Water Supply,Low,2024-10-11 03:02:37,Resolved
CF-150447,"fire hazard, near railway station",Electricity,High,2025-10-11 23:39:35,Resolved
CF-150448,"overflowing drain, in industrial zone",Waste-Water/Sewage,High,2024-09-01 02:06:29,Pending
CF-150449,"name transfer, near park",Electricity,Low,2025-09-18 22:10:00,Pending
CF-150450,"leaking main, in residential area",Water Supply,High,2025-12-19 00:24:47,Pending
CF-150451,"bill correction, in gated community",Water Supply,Low,2024-09-22 06:04:44,Resolved
CF-150452,"name transfer, in residential area",Electricity,Low,2024-12-09 15:37:52,Resolved
CF-150453,"garbage not collected, in neighborhood",Waste-Water/Sewage,High,2025-06-07 13:06:42,Pending
CF-150454,"tanker needed, in market area, urgent attention required",Water Supply,High,2024-04-15 20:53:43,Resolved
CF-150455,"drainage choke, in gated community, urgent attention required",Waste-Water/Sewage,High,2024-01-13 08:54:13,Pending
CF-150456,"supply timing, in slum area",Water Supply,Low,2024-07-02 01:17:15,Closed
CF-150457,"drain cleaning, near railway station",Waste-Water/Sewage,Low,2024-09-11 15:09:19,Closed
CF-150458,"quality test, in neighborhood",Water Supply,Low,2025-08-08 13:34:24,Pending
CF-150459,"sewage backup, near hospital",Waste-Water/Sewage,High,2024-02-17 14:35:50,Pending
CF-150460,"meter reading, in old city",Water Supply,Low,2024-12-01 03:08:42,Closed
CF-150461,"tanker needed, near school, urgent attention required",Water Supply,High,2024-11-07 22:40:20,Pending
CF-150462,"name change, in colony",Water Supply,Low,2024-07-19 19:53:58,Pending
CF-150463,"transformer burnt, in residential area, urgent attention required",Electricity,High,2024-12-20 23:09:14,Resolved
CF-150464,"meter reading, near bus stand",Electricity,Low,2024-11-10 03:47:04,Pending
CF-150465,"rodent infestation, in colony",Waste-Water/Sewage,High,2024-05-25 10:11:17,Pending
CF-150466,"transformer burnt, in commercial area",Electricity,High,2024-03-27 21:08:42,Pending
